"LER 15-001-00 for Brunswick Steam Electric Plant (BSEP), Unit 1, Regarding High Pressure Coolant Injection (HPCI) System Inoperable due to Auxiliary Oil Pump Failure.",ML15113A347,2015-05-01,2015-04-10,222.99 Kb,5
"LER 15-001-00 for Salem Generating Station - Unit 2, Regarding Condition Prohibited by Technical Specification for One Channel of Overtemperature Delta-T Inoperable.",ML15079A007,2015-03-30,2015-03-19,223.47 Kb,5
"LER 15-002-00 for Columbia, Regarding Inadequately Fused Non-Class 1E Circuit on Division 1 120/240 VAC Bus.",ML15188A050,2015-07-15,2015-06-26,223.55 Kb,4
"LER 15-003-01 for Byron, Unit 1, Regarding One Train of the Diesel Generator System Inoperable Longer than Allowed by Technical Specifications Due to Loss of Diesel Fuel Oil System Volume.",ML15239A114,2015-09-04,2015-08-27,226.12 Kb,4
"LER 15-004-00 for Salem, Unit 1, Regarding Condition Prohibited by Technical Specification for One Channel of Overtemperature Delta-T Inoperable.",ML15173A035,2015-06-30,2015-06-19,226.2 Kb,6
"LER 15-002-00 for River Bend, Unit 1, Regarding Emergency Diesel Generator Start Circuit Actuation Due to Loss of Power from Reserve Station Service No. 2.",ML15149A149,2015-06-08,2015-05-05,226.32 Kb,5
LER 15-003-00 for Byron Station Unit 1 re One Train of Diesel Generator System Inoperable Longer Than Allowed by Technical Specifications Due to Loss of Diesel Fuel Oil System Volume.,ML15208A056,2015-08-04,2015-07-27,226.38 Kb,4
"LER 14-002-02 for Dresden Nuclear Power Station, Unit 2, Regarding Reactor Scram Due to Main Power Transformer Failure.",ML15035A063,2015-02-12,2015-01-08,226.85 Kb,4
"LER 15-006-00 for Byron Station, Unit 1, Regarding Mode 3 Entered with Turbine Trip Safety Function Disabled due to Safety Related Relay Leads Lifted",ML15334A019,2015-12-08,2015-11-30,226.86 Kb,4
"LER 15-001-00 for Salem Generating Station - Unit 1, Regarding Fuel Movement in Progress With Fuel Handling Building Ventilation Inoperable.",ML15075A326,2015-03-24,2015-03-16,226.97 Kb,5
"LER 15-002-00 for Hope Creek, Unit 1, Regarding Operations With a Potential to Drain the Reactor Vessel (OPDRV) Without Secondary Containment.",ML15161A432,2015-06-18,2015-06-10,227.13 Kb,5
"LER 15-002-00 for Salem, Unit 2, Regarding Reactor Trip Due to Loss of 4 kV Non-Vital Group Bus.",ML15275A396,2015-10-13,2015-10-02,227.47 Kb,6
LER 15-005-00 for Columbia Regarding Reactor Pressure Vessel Level Indication Switch Failures.,ML15233A409,2015-08-31,2015-08-20,228.57 Kb,4
"LER 15-001-00 for Duane Arnold Energy Center, Both Doors in Secondary Containment Airlock Opened Concurrently.",ML15139A270,2015-05-28,2015-05-15,229.76 Kb,4
LER 15-001-00 for Oyster Creek Regarding Reactor Scram Due to EPR Failure During MPR Troubleshooting.,ML15154A493,2015-06-11,2015-05-21,229.99 Kb,4
"Farley, Unit 1 - Cancellation of LER 15-003-00, Failure to Meet a Technical Specification Completion Time for Reportability.",ML15254A477,2015-09-21,2015-09-11,230.55 Kb,4
"LER 15-001-00 for Surry, Unit 2, Regarding Reactor Trip During Turbine Testing.",ML15268A087,2015-10-05,2015-09-18,231.4 Kb,4
LER 14-002-01 for Fitzpatrick Regarding Secondary Containment Vacuum Below Technical Specification Limit.,ML15363A207,2016-01-07,2015-12-28,231.71 Kb,6
"LER 15-003-00, for Salem Unit 1 Regarding Plant Shutdown Required by Technical Specifications.",ML15127A389,2015-05-15,2015-05-06,231.74 Kb,5
"LER 15-006-00 for River Bend, Unit 1, Regarding Operations Prohibited by Technical Specifications Due to Error in Initial Operability Evaluation.",ML15272A178,2015-10-07,2015-09-14,231.88 Kb,5
LER 15-003-00 for Duane Arnold Regarding Both Doors in Secondary Containment Airlock Opened Concurrently.,ML15166A016,2015-06-23,2015-06-09,232.28 Kb,4
LER 15-002-01 for Salem Nuclear Generating Station Unit 1 Regarding Condition Prohibited by Technical Specification for One Channel of Steam Generator Level Indication Inoperable.,ML15188A115,2015-07-15,2015-07-06,233.24 Kb,5
"LER 15-004-00 for Clinton, Unit 1, Regarding Trip of Emergency Reserve Auxiliary Transformer Static VAR Compensator Causes Positive Secondary Containment Pressure Following Lightning Strike on 138 kV Offsite Source.",ML15240A065,2015-09-08,2015-08-24,233.61 Kb,4
"LER 15-001-00 for River Bend, Unit 1, Regarding Operations Prohibited by Technical Specifications Due to Deficient Local Leak Rate Test Procedures Containing Erroneous Valve Alignments.",ML15118A567,2015-05-06,2015-04-16,233.91 Kb,5
"LER 15-005-00 for Shearon Harris Nuclear Power Plant, Unit 1, Regarding Unrecognized Impact of Opening of Barrier Doors on High Energy Line Break Analysis.",ML15230A007,2015-08-26,2015-08-17,236.09 Kb,6
"LER 15-003-00 for Surry, Unit 1, Regarding Reactor Trip Due to Loss of Main Generator Field.",ML15352A029,2015-12-29,2015-12-11,236.12 Kb,4
"LER 15-001-00 for Millstone Power Station Unit 3, Regarding Unlatched Dual Train HELB Door Results in Potential Loss of Safety Function.",ML15118A536,2015-05-06,2015-04-20,239.21 Kb,6
"LER 14-004-03 for Waterford, Unit 3 Regarding Emergency Diesel Generators Rendered Inoperable By Potiential Water Intrusion Into Diesel Fuel Oil Feed Tanks.",ML15154B392,2015-06-10,2015-06-03,240.19 Kb,8
"LER 15-005-00 for Salem, Unit 1, Regarding Low Containment Spray Additive Tank Sodium Hydroxide Concentration.",ML15231A387,2015-08-27,2015-08-19,240.23 Kb,6
"LER 15-001-00 for North Anna, Unit 2, Emergency Switchgear Outside Design Analysis for High Energy Line Break Due to an Unlatched Door.",ML15343A013,2015-12-17,2015-12-02,240.4 Kb,4
"LER 15-001-01 for Salem Generating Station, Unit 1, Regarding Fuel Movement in Progress With Fuel Handling Building Ventilation Inoperable.",ML15119A204,2015-05-07,2015-04-28,243.4 Kb,5
LER 15-003-00 for Cooper Regarding Failure of Main Steam Isolation Limit Switches Results in a Condition Prohibited by Technical Specifications and Also a Common Cause Inoperability.,ML15216A361,2015-08-12,2015-07-28,244 Kb,4
"LER 15-003-00 for St. Lucie, Unit 2, Regarding Legacy Wiring Error Impacts Containment Valve Closure Time Surveillances.",ML16015A008,2016-01-26,2015-12-18,244.05 Kb,4
"LER 15-001-02 for Salem, Unit 1, Regarding Fuel Movement in Progress With Fuel Handling Building Ventilation Inoperable.",ML15292A011,2015-10-27,2015-10-19,244.45 Kb,7
"LER 15-001-00 for Three Mile Island, Unit 1, Regarding Seismically Qualified BWST Aligned to Non-Seismic Piping.",ML15278A507,2015-10-14,2015-10-05,244.47 Kb,4
"LER 14-001-01 for Dresden Nuclear Power Station, Unit 3, Regarding Electromatic Relief Valve Failed to Actuate during Surveillance Testing.",ML15083A084,2015-04-01,2015-02-06,244.64 Kb,4
"LER 15-002-00 for North Anna, Unit 1, Regarding Manual Reactor Trip Due to Inability to Maintain Main Generator Voltage in Specification.",ML15149A141,2015-06-08,2015-05-22,246.12 Kb,4
"LER 15-003-00 for Wolf Creek Generating Station, Regarding Manual Reactor Trip due to High Steam Generator Level Transient at Low Power.",ML15194A039,2015-07-21,2015-07-01,248.23 Kb,4
"LER 15-002-00 for Surry, Unit 2, Regarding Unanticipated Start of EDG 2 During Testing.",ML15314A661,2015-11-19,2015-11-04,248.48 Kb,5
"LER 15-003-00 for Fort Calhoun, Unit 1, Regarding Containment Spray Inoperable Due to Original Design Error.",ML15166A545,2015-06-23,2015-06-15,251.21 Kb,5
"LER 15-001-00 for Clinton, Unit 1, Regarding Division 1 and Division 2 Reactor Water Cleanup System High Differential Flow Instruments Become Incapable of Performing Their Safety Function.",ML15098A473,2015-04-16,2015-04-07,251.29 Kb,4
"LER 15-003-00 for Nine Mile Point, Unit 2, Regarding Primary Containment Isolation Function for Some Valves not Maintained During Surveillance Testing.",ML15244B207,2015-09-10,2015-08-21,252.28 Kb,6
"LER 15-004-00 for D.C. Cook, Unit 1, Regarding Power Operated Relief Valve Technical Specification 3.4.11 Violation.",ML15300A058,2015-11-04,2015-10-23,253.44 Kb,5
"LER 14-006-01 for Salem Generating Station, Unit 1, Regarding Manual Reactor Trip Due to Main Power Transformer Low Oil Level.",ML15098A355,2015-04-16,2015-04-08,254.56 Kb,6
LER-15-005-00 for Monticello Regarding Use of the Reactor Water Cleanup System to Lower Level without Declaring an OPDRV with Secondary Containment Inoperable - Extent of Condition Review.,ML15275A344,2015-10-13,2015-10-02,254.97 Kb,5
"LER 15-001-01 for Dresden, Unit 2, Regarding Scram due to Feedwater Level Control Issues.",ML15125A018,2015-05-13,2015-04-30,255.67 Kb,4
"LER 15-005-00 for Byron, Unit 1, Regarding Liquid Penetrant Indications in Embedded Flaw Seal Weld Repair of Control Rod Drive Mechanism Penetration 31 During Refueling Outage.",ML15321A039,2015-11-25,2015-11-17,256.79 Kb,4
"LER 15-004-00 for Wolf Creek Generating Station, Regarding Inadequate Procedure Error Results in Two Containment Isolation Valves being in a Condition Prohibited by Technical Specifications.",ML15191A453,2015-07-20,2015-07-01,257.19 Kb,4
LER 14-007-00 for Fort Calhoun Regarding Plant Trip Due to Moisture Intrusion Into a Transformer Control Cabinet.,ML15050A242,2015-02-27,2015-02-13,257.85 Kb,4
"LER 15-001-00 for Beaver Valley, Unit 1, Regarding Manual Reactor Trip and Automatic Auxiliary Feedwater Actuation due to Condensate Pump Motor Failure.",ML15166A088,2015-06-23,2015-06-11,258.15 Kb,4
"LER 15-001-00 for V.C. Summer, Unit 1, Regarding Reactor Building Spray Isolation Valve Failure Renders Train of Reactor Building Spray Inoperable.",ML15135A237,2015-05-26,2015-05-12,258.37 Kb,4
LER 15-004-01 for Wolf Creek Regarding Incorrect Decision Results in Two Containment Isolation Valves being in a Condition Prohibited by Technical Specifications.,ML15265A037,2015-09-30,2015-09-14,259.35 Kb,4
LER 15-003-01 for Cooper Regarding Failure of Main Steam Isolation Limit Switches Results in a Condition Prohibited by Technical Specifications and Also a Common Cause Inoperability.,ML15320A017,2015-11-24,2015-11-05,259.47 Kb,4
"LER 15-005-00 for River Bend, Unit 1, Regarding Automatic Reactor Scram Due to Low Reactor Water Level Following a Loss of Instrument Power.",ML15231A180,2015-08-27,2015-07-29,259.59 Kb,5
"LER 14-006-00 for Beaver Valley, Unit 2, re Unplanned Automatic Actuation of Both Standby Service Water Pumps.",ML15040A081,2015-02-18,2015-02-05,259.59 Kb,4
LER 15-006-00 for Columbia Regarding Postulated Multiple Spurious Operations Scenario That Could Adversely Impact Post-Fire Safe Shutdown.,ML15246A606,2016-01-22,2015-09-03,261.23 Kb,4
"LER 15-001-00 for Millstone Power Station Unit 2, Regarding Historical Oil Leakage from ""C"" RBCCW Pump Bearings Challenged Meeting Mission Time.",ML15175A194,2015-07-02,2015-06-16,262.48 Kb,6
"LER 15-001-00 for St. Lucie, Unit 2, Regarding Shutdown Due to Through Wall Crack and Leak in the 2B2 Safety Injection Tank Discharge Pipe.",ML15173A075,2015-06-30,2015-06-10,262.62 Kb,4
"LER 15-001-00 for Comanche Peak, Unit 2, Regarding Train B Safety Injection System Inoperable For Longer Than Allowed By TS.",ML15313A022,2015-11-18,2015-09-18,263.18 Kb,4
"LER 15-001-00 for D.C. Cook, Unit 1, Regarding Plant Shutdown Required by Technical Specifications.",ML15211A505,2015-08-07,2015-07-29,264.18 Kb,6
"LER 15-001-00 for Brunswick, Unit 2, Regarding Implementation of Enforcement Guidance Memorandum (EGM) 11-003, Revision 2.",ML15127A167,2015-05-15,2015-04-24,265.01 Kb,6
LER 15-004-00 for Cooper Regarding Isolation of Shutdown Cooling Results in a Loss of Safety Function.,ML15216A362,2015-08-12,2015-07-29,265.08 Kb,4
LER 15-002-01 for Monticello Regarding Loss of Shutdown Cooling Due to Improperly Landed Jumper Wire.,ML15232A693,2015-08-28,2015-08-20,265.26 Kb,5
LER 15-002-00 for Byron Unit 1 re Reactor Trip Resulting from A Phase to Phase Fault on the 1E Main Power Transformer.,ML15121A035,2015-05-11,2015-05-01,265.4 Kb,4
"LER 14-002-00 for H. B. Robinson Steam Electric Plant, Unit No. 2, Regarding Technical Specification Violation due to Incorrect Procedural Guidance.",ML15036A027,2015-02-13,2015-01-23,265.78 Kb,5
"LER 16-001-00 for Clinton Power Plant, Unit 1 Regarding Continuous Containment Purge Exhaust Fan Trip Due to Invalidated Assumptions in Work Planning Resulted in an Unanalyzed Condition of Primary to Secondary Containment Differential Pressure & Safety",ML16082A281,2016-03-30,2015-03-18,266.03 Kb,5
"LER 15-004-01 for Hope Creek, Unit 1, Regarding As-Found Values for Safety Relief Valve Lift Set Points Exceed Technical Specification Allowable Limit.",ML15238B659,2015-09-03,2015-08-26,266.49 Kb,6
"LER 15-002-00 for Surry, Unit 1, Regarding Driver Brought Contraband to Protected Area Sally Port.",ML15293A493,2015-10-28,2015-10-12,268.53 Kb,6
"LER 15-004-00 for Hope Creek, Unit 1, Regarding As-Found Values for Safety Relief Valve Lift Set Points Exceed Technical Specification Allowable Limit.",ML15211A290,2015-08-07,2015-07-30,268.88 Kb,6
"LER 15-003-00 for Braidwood, Unit 2, Regarding Degraded Valve Causes Loss of Diesel Fuel Oil System Volume for One Train of the Diesel Generator System Resulting in Inoperability Longer Than Allowed by Technical Specifications.",ML15236A332,2015-09-01,2015-08-24,268.94 Kb,5
LER 15-001-00 for Hope Creek Generating Station Unit 1 Regarding Conditions Prohibited by Technical Specifications Due to Core Spray lnoperabilities.,ML15149A244,2015-06-08,2015-05-29,269.32 Kb,6
"LER 15-001-01 for Brunswick, Unit 1, Regarding High Pressure Coolant Injection (HPCI) System Inoperable Due to Auxiliary Oil Pump Failure.",ML16015A080,2016-01-26,2015-12-21,269.36 Kb,5
"LER 15-003-00 for River Bend Station, Unit 1, Regarding Operations Prohibited by Technical Specifications and Loss of Safety Function Due to Inoperability of Division 2 Containment Penetration Leakage Control System.",ML15219A198,2015-08-17,2015-07-09,269.7 Kb,5
"LER 14-004-00 for Millstone, Unit 3 Regarding Unlatched Dual Train HELB Door Results in Potential Loss of Safety Function.",ML15049A294,2015-02-26,2015-02-09,271.05 Kb,6
LER 14-003-00 for North Anna Power Station Regarding Technical Specification Required Shutdown due to Reactor Coolant System Pressure Boundary Leakage.,ML15058A035,2015-03-09,2015-02-11,271.37 Kb,5
LER 15-004-00 for Duane Arnold Regarding Both Doors in Secondary Containment Airlock Opened Concurrently.,ML15286A054,2015-10-21,2015-10-06,271.56 Kb,5
LER 15-003-01 for Monticello Regarding Use of the Reactor Water Cleanup System to Lower Level Without Declaring an Operation with a Potential to Drain the Reactor Vessel (OPDRV) With Secondary Containment Inoperable.,ML15254A517,2015-09-21,2015-09-11,273.07 Kb,5
"LER 15-003-00 for Nine Mile Point, Unit 1, Regarding Secondary Containment Inoperable Due to Simultaneous Opening of Airlock Doors.",ML15313A026,2015-11-18,2015-10-02,273.92 Kb,6
LER 14-002-00 for North Anna Power Station Unit 1 re Inadvertent Loss of Vital Instrumentation During Maintenance Due to Personnel Error.,ML15044A036,2015-02-24,2015-02-04,278.62 Kb,5
"LER 15-002-00 for H.B. Robinson, Unit 2, Regarding Pressurizer Power Operated Relief Valve (PORV) Limit Switches' Qualified Life Exceeded Due to Miscalculation.",ML15148A537,2015-06-05,2015-05-15,279.16 Kb,5
"LER 15-003-00 for North Anna Power Station, Unit 1, Regarding Both Motor Driven Auxiliary Feedwater Pump House Fans Concurrently Tagged Out for Maintenance Due to the Design Basis Not Clearly Understood.",ML15188A351,2015-07-16,2015-07-01,283.82 Kb,5
"LER 14-006-00 for River Bend Station - Unit 1, Regarding Automatic Reactor Scram and Primary Containment Isolation Due to Loss of Power on the Division 2 Reactor Protection System With a Concurrent Division 1 Half-scram.",ML15055A575,2015-03-04,2015-02-19,285.08 Kb,6
"LER 15-003-00 for Donald C. Cook Nuclear Plant, Unit 1 Regarding Main Feed Pump Technical Specification 3.3.2 Violation.",ML15225A466,2015-08-21,2015-08-12,285.12 Kb,6
"LER 15-001-00 for Arkansas Nuclear One, Unit 2, Regarding Purge Radiation Monitor Discovered Inoperable During Fuel Movement.",ML15355A398,2015-12-30,2015-12-21,286.69 Kb,7
